,title,tag,sentiment_score
1021,'Til There Was You (1997),'TilThereWasYou,0.93
1022,Stripes (1981),Stripes,-0.059925
1023,Late Bloomers (1996),LateBloomers,0.55424
1024,New York Cop (1996),NewYorkCop,0.0
1025,National Lampoon's Senior Trip (1995),NationalLampoon'sSeniorTrip,0.0
1026,Delta of Venus (1994),DeltaofVenus,-0.5106
1027,Carmen Miranda: Bananas Is My Business (1994),CarmenMiranda:BananasIsMyBusiness,-0.1027
1028,Babyfever (1994),Babyfever,0.17878
1029,Waiting to Exhale (1995),WaitingtoExhale,0.050575
1030,Palmetto (1998),Palmetto,0.30934
1031,Surviving the Game (1994),SurvivingtheGame,0.471333333
1032,Inventing the Abbotts (1997),InventingtheAbbotts,0.0
1033,Catwalk (1995),Catwalk,0.22648
1034,Homage (1995),Homage,0.27042
1035,Open Season (1996),OpenSeason,0.02842
1036,Metisse (Caf� au Lait) (1993),Metisse,0.00954
1037,Loaded (1994),Loaded,0.2986
1038,August (1996),August,0.05984
1039,Boys (1996),Boys,0.04364
1040,Captives (1994),Captives,0.37064
1041,Of Love and Shadows (1994),OfLoveandShadows,0.0
1042,An Unforgettable Summer (1994),AnUnforgettableSummer,0.0
1043,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),MyLifeandTimesWithAntoninArtaud,0.0
1044,Midnight Dancers (Sibak) (1994),MidnightDancers,0.0
1045,Somebody to Love (1994),SomebodytoLove,0.04526
1046,American Buffalo (1996),AmericanBuffalo,0.39202
1047,Kazaam (1996),Kazaam,-0.32096
1048,Larger Than Life (1996),LargerThanLife,0.09384
1049,Two Deaths (1995),TwoDeaths,0.0
1050,Stefano Quantestorie (1993),StefanoQuantestorie,0.0
1051,Hedd Wyn (1992),HeddWyn,-0.07236
1052,Lotto Land (1995),LottoLand,0.39784
1053,Dingo (1992),Dingo,0.22814
1054,Every Other Weekend (1990),EveryOtherWeekend,0.0
1055,Mille bolle blu (1993),Millebolleblu,0.0
1056,Crows and Sparrows (1949),CrowsandSparrows,0.0
1057,Lover's Knot (1996),Lover'sKnot,0.0
1058,Shadow of Angels (Schatten der Engel) (1976),ShadowofAngels,0.33055
1059,1-900 (1994),1-900,0.33936
1060,Venice/Venice (1992),Venice/Venice,0.01712
1061,Infinity (1996),Infinity,-0.03792
1062,Ed's Next Move (1996),Ed'sNextMove,0.0
1063,For the Moment (1994),FortheMoment,0.0
1064,The Deadly Cure (1996),TheDeadlyCure,0.0
1065,Boys in Venice (1996),BoysinVenice,0.0
1066,American Strays (1996),AmericanStrays,0.0
1067,Bird of Prey (1996),BirdofPrey,0.26418
1068,Johnny 100 Pesos (1993),Johnny100Pesos,0.0
1069,JLG/JLG - autoportrait de d�cembre (1994),JLG/JLG-autoportraitded�cembre,0.0
1070,Faust (1994),Faust,0.15348
1071,Mina Tannenbaum (1994),MinaTannenbaum,0.0
1072,I Can't Sleep (J'ai pas sommeil) (1994),ICan'tSleep,0.0
1073,Good Morning (1971),GoodMorning,0.10534
1074,Falling in Love Again (1980),FallinginLoveAgain,0.7096
1075,Meet Wally Sparks (1997),MeetWallySparks,0.0
1076,Hotel de Love (1996),HoteldeLove,0.0
1077,Rhyme & Reason (1997),Rhyme&Reason,0.28644
1078,Love and Other Catastrophes (1996),LoveandOtherCatastrophes,0.0
1079,Hollow Reed (1996),HollowReed,0.0
1080,Losing Chase (1996),LosingChase,0.0
1081,"Bonheur, Le (1965)",BonheurLe,0.0
1082,Squeeze (1996),Squeeze,0.05804
1083,Roseanna's Grave (For Roseanna) (1997),Roseanna'sGrave,0.0
1084,Tetsuo II: Body Hammer (1992),TetsuoII:BodyHammer,0.0
1085,Fall (1997),Fall,-0.06046
1086,Gabbeh (1996),Gabbeh,0.1906
1087,Mondo (1996),Mondo,-0.06668
1088,For Ever Mozart (1996),ForEverMozart,0.0
1089,Stag (1997),Stag,0.24444
1090,Swept from the Sea (1997),SweptfromtheSea,0.0
1091,Hurricane Streets (1998),HurricaneStreets,0.0
1092,Stonewall (1995),Stonewall,0.0931
1093,Of Human Bondage (1934),OfHumanBondage,0.33825
1094,Anna (1996),Anna,0.11026
1095,Stranger in the House (1997),StrangerintheHouse,0.0
1096,Picture Bride (1995),PictureBride,0.0
1097,M. Butterfly (1993),M.Butterfly,0.26028
1098,"Ciao, Professore! (1993)",CiaoProfessore!,0.0
1099,Caro Diario (Dear Diary) (1994),CaroDiario,0.0
1100,Withnail and I (1987),WithnailandI,0.36542
1101,Boy's Life 2 (1997),Boy'sLife2,0.0
1102,When Night Is Falling (1995),WhenNightIsFalling,0.0
1103,Gordy (1995),Gordy,-0.05722
1104,Harlem (1993),Harlem,-0.08084
1105,Barbarella (1968),Barbarella,-0.0084
1106,Land Before Time III: The Time of the Great Giving (1995) (V),LandBeforeTimeIII:TheTimeoftheGreatGiving,0.0
1107,Street Fighter (1994),StreetFighter,0.2892
1108,Coldblooded (1995),Coldblooded,-0.16834
1109,No Escape (1994),NoEscape,-0.31382
1110,Highlander III: The Sorcerer (1994),HighlanderIII:TheSorcerer,0.0
1111,Gilligan's Island: The Movie (1998),Gilligan'sIsland:TheMovie,0.0
1112,My Crazy Life (Mi vida loca) (1993),MyCrazyLife,0.1366
1113,Suture (1993),Suture,0.2108
1114,I Like It Like That (1994),ILikeItLikeThat,0.13385
1115,I'll Do Anything (1994),I'llDoAnything,0.0
1116,Grace of My Heart (1996),GraceofMyHeart,0.0
1117,Drunks (1995),Drunks,-0.0517
1118,SubUrbia (1997),SubUrbia,-0.05988
1119,Sliding Doors (1998),SlidingDoors,0.49412
1120,Ill Gotten Gains (1997),IllGottenGains,-0.6124
1121,Legal Deceit (1997),LegalDeceit,0.0
1122,Men of Means (1998),MenofMeans,0.0
1123,Shooting Fish (1997),ShootingFish,0.0
1124,"Steal Big, Steal Little (1995)",StealBigStealLittle,0.0
1125,Mr. Jones (1993),Mr.Jones,0.45186
1126,House Party 3 (1994),HouseParty3,0.1702
1127,Panther (1995),Panther,0.09896
1128,Jason's Lyric (1994),Jason'sLyric,0.0
1129,Above the Rim (1994),AbovetheRim,0.183775
1130,Moonlight and Valentino (1995),MoonlightandValentino,0.0
1131,8 Seconds (1994),8Seconds,0.12856
1132,That Darn Cat! (1965),ThatDarnCat!,0.24334
1133,Ladybird Ladybird (1994),LadybirdLadybird,0.0
1134,"Bye Bye, Love (1995)",ByeByeLove,0.0
1135,Century (1993),Century,0.4872
1136,My Favorite Season (1993),MyFavoriteSeason,0.109766667
1137,Pather Panchali (1955),PatherPanchali,0.357866667
1138,Golden Earrings (1947),GoldenEarrings,0.0
1139,Foreign Correspondent (1940),ForeignCorrespondent,0.2312
1140,Lady of Burlesque (1943),LadyofBurlesque,0.0
1141,Angel on My Shoulder (1946),AngelonMyShoulder,0.599
1142,Angel and the Badman (1947),AngelandtheBadman,0.4588
1143,Beat the Devil (1954),BeattheDevil,0.0
1144,Love Is All There Is (1996),LoveIsAllThereIs,0.0
1145,Madame Butterfly (1995),MadameButterfly,0.05078
1146,Sleepover (1995),Sleepover,0.27372
1147,Here Comes Cookie (1935),HereComesCookie,0.0
1148,"Thieves (Voleurs, Les) (1996)",Thieves,0.01915
1149,"Boys, Les (1997)",BoysLes,0.0
1150,Last Summer in the Hamptons (1995),LastSummerintheHamptons,0.0
1151,Margaret's Museum (1995),Margaret'sMuseum,0.0
1152,Tom and Huck (1995),TomandHuck,0.0
1153,Gumby: The Movie (1995),Gumby:TheMovie,0.0
1154,Hideaway (1995),Hideaway,0.26976
1155,Nina Takes a Lover (1994),NinaTakesaLover,0.0
1156,Bhaji on the Beach (1993),BhajiontheBeach,0.8158
1157,Raw Deal (1948),RawDeal,0.25976
1158,Nightwatch (1997),Nightwatch,0.31684
1159,Dead Presidents (1995),DeadPresidents,0.00424
1160,Reckless (1995),Reckless,-0.00596
1161,Herbie Rides Again (1974),HerbieRidesAgain,0.0
1162,S.F.W. (1994),S.F.W.,0.3846
1163,"Colonel Chabert, Le (1994)",ColonelChabertLe,0.0
1164,Girl in the Cadillac (1995),GirlintheCadillac,0.0
1165,Even Cowgirls Get the Blues (1993),EvenCowgirlsGettheBlues,0.0
1166,Germinal (1993),Germinal,0.3243
1167,Chasers (1994),Chasers,0.31822
1168,Fausto (1993),Fausto,0.17572
1169,Tough and Deadly (1995),ToughandDeadly,0.0
1170,Window to Paris (1994),WindowtoParis,0.0
1171,"Mostro, Il (1994)",MostroIl,0.0
1172,Flirt (1995),Flirt,0.06192
1173,Carpool (1996),Carpool,0.37766
1174,Farmer & Chase (1995),Farmer&Chase,0.34655
1175,Grosse Fatigue (1994),GrosseFatigue,0.0
1176,Santa with Muscles (1996),SantawithMuscles,0.0
1177,Prisoner of the Mountains (Kavkazsky Plennik) (1996),PrisoneroftheMountains,0.0
1178,Naked in New York (1994),NakedinNewYork,0.0
1179,Gold Diggers: The Secret of Bear Mountain (1995),GoldDiggers:TheSecretofBearMountain,0.0
1180,"Bewegte Mann, Der (1994)",BewegteMannDer,0.0
1181,Killer: A Journal of Murder (1995),Killer:AJournalofMurder,-0.8402
1182,Nelly & Monsieur Arnaud (1995),Nelly&MonsieurArnaud,0.0
1183,Three Lives and Only One Death (1996),ThreeLivesandOnlyOneDeath,0.0
1184,Getting Even with Dad (1994),GettingEvenwithDad,0.0
1185,Mad Dog Time (1996),MadDogTime,0.0
1186,Children of the Revolution (1996),ChildrenoftheRevolution,0.0
1187,Sprung (1997),Sprung,0.23206
1188,Dream With the Fishes (1997),DreamWiththeFishes,0.0
1189,Wings of Courage (1995),WingsofCourage,0.0
1190,Race the Sun (1996),RacetheSun,0.0
1191,Losing Isaiah (1995),LosingIsaiah,0.0
1192,New Jersey Drive (1995),NewJerseyDrive,0.24695
1193,Mr. Wonderful (1993),Mr.Wonderful,0.6849
1194,Trial by Jury (1994),TrialbyJury,0.3612
1195,Kaspar Hauser (1993),KasparHauser,0.0
1196,Witness (1985),Witness,0.18702
1197,Senseless (1998),Senseless,-0.12872
1198,Nowhere (1997),Nowhere,0.21302
1199,Underground (1995),Underground,0.1285
1200,Jefferson in Paris (1995),JeffersoninParis,0.0
1201,Far From Home: The Adventures of Yellow Dog (1995),FarFromHome:TheAdventuresofYellowDog,0.0
1202,Foreign Student (1994),ForeignStudent,0.0
1203,I Don't Want to Talk About It (De eso no se habla) (1993),IDon'tWanttoTalkAboutIt,0.128
1204,Twin Town (1997),TwinTown,0.67678
1205,"Enfer, L' (1994)",EnferL',0.0
1206,Aiqing wansui (1994),Aiqingwansui,0.0
1207,Cosi (1996),Cosi,0.0
1208,All Over Me (1997),AllOverMe,0.134866667
1209,Being Human (1993),BeingHuman,0.36582
1210,Johns (1996),Johns,0.31468
1211,It Takes Two (1995),ItTakesTwo,0.45306
1212,Frankie Starlight (1995),FrankieStarlight,0.0
1213,Shadows (Cienie) (1988),Shadows,0.30164
1214,The Courtyard (1995),TheCourtyard,0.39578
1215,Dream Man (1995),DreamMan,0.34778
1216,Destiny Turns on the Radio (1995),DestinyTurnsontheRadio,0.0
1217,Safe Passage (1994),SafePassage,0.31786
1218,Condition Red (1995),ConditionRed,0.0
1219,Yankee Zulu (1994),YankeeZulu,0.36345
1220,Aparajito (1956),Aparajito,0.31642
1221,Hostile Intentions (1994),HostileIntentions,0.0
1222,Clean Slate (Coup de Torchon) (1981),CleanSlate,0.585
1223,Tigrero: A Film That Was Never Made (1994),Tigrero:AFilmThatWasNeverMade,0.0
1224,To Cross the Rubicon (1991),ToCrosstheRubicon,0.0
1225,Daens (1992),Daens,-0.05902
1226,Careful (1992),Careful,0.3708
1227,Vermont Is For Lovers (1992),VermontIsForLovers,0.0
1228,"Vie est belle, La (Life is Rosey) (1987)",VieestbelleLa,0.0
1229,Quartier Mozart (1992),QuartierMozart,0.0
1230,Touki Bouki (Journey of the Hyena) (1973),ToukiBouki,0.0
1231,Wend Kuuni (God's Gift) (1982),WendKuuni,0.0
1232,Spirits of the Dead (Tre passi nel delirio) (1968),SpiritsoftheDead,0.0
1233,Pharaoh's Army (1995),Pharaoh'sArmy,0.0
1234,"I, Worst of All (Yo, la peor de todas) (1990)",IWorstofAll,0.0
1235,"Death in the Garden (Mort en ce jardin, La) (1956)",DeathintheGarden,0.0
1236,"Collectionneuse, La (1967)",CollectionneuseLa,0.0
1237,Baton Rouge (1988),BatonRouge,0.08668
1238,Liebelei (1933),Liebelei,0.0
1239,T-Men (1947),T-Men,-0.045325
1240,"Symphonie pastorale, La (1946)",SymphoniepastoraleLa,0.0
1241,American Dream (1990),AmericanDream,0.153
1242,Lashou shentan (1992),Lashoushentan,0.0
1243,Terror in a Texas Town (1958),TerrorinaTexasTown,0.0
1244,Salut cousin! (1996),Salutcousin!,0.0
1245,Schizopolis (1996),Schizopolis,0.32604
1246,"To Have, or Not (1995)",ToHaveorNot,0.0
1247,Duoluo tianshi (1995),Duoluotianshi,0.0
1248,Death in Brunswick (1991),DeathinBrunswick,0.5719
1249,Everest (1998),Everest,0.05262
1250,Shopping (1994),Shopping,0.3822
1251,Nemesis 2: Nebula (1995),Nemesis2:Nebula,0.0
1252,Romper Stomper (1992),RomperStomper,0.0
1253,City of Industry (1997),CityofIndustry,0.32394
1254,Someone Else's America (1995),SomeoneElse'sAmerica,0.0
1255,Guantanamera (1994),Guantanamera,0.0912
1256,Office Killer (1997),OfficeKiller,0.0
1257,Angela (1995),Angela,0.15298
1258,He Walked by Night (1948),HeWalkedbyNight,0.0
1259,Love Serenade (1996),LoveSerenade,0.0
1260,Deceiver (1997),Deceiver,-0.0013
1261,Hurricane Streets (1998),HurricaneStreets,0.0
1262,Buddy (1997),Buddy,0.465
1263,B*A*P*S (1997),B*A*P*S,0.39994
1264,"Truth or Consequences, N.M. (1997)",TruthorConsequencesN.M.,0.0
1265,Intimate Relations (1996),IntimateRelations,0.0
1266,Tokyo Fist (1995),TokyoFist,0.0
1267,Warriors of Virtue (1997),WarriorsofVirtue,0.0
1268,Desert Winds (1995),DesertWinds,0.7096
1269,Hugo Pool (1997),HugoPool,0.0
1270,King of New York (1990),KingofNewYork,0.0775
1271,All Things Fair (1996),AllThingsFair,0.0
1272,Butterfly Kiss (1995),ButterflyKiss,0.18804
1273,"Paris, France (1993)",ParisFrance,0.2234
1274,"C�r�monie, La (1995)",C�r�monieLa,0.0
1275,Hush (1998),Hush,0.20824
1276,Nightwatch (1997),Nightwatch,0.31684
1277,Nobody Loves Me (Keiner liebt mich) (1994),NobodyLovesMe,0.142975
1278,Lamerica (1994),Lamerica,0.32074
1279,Nico Icon (1995),NicoIcon,0.24695
1280,Land and Freedom (Tierra y libertad) (1995),LandandFreedom,0.0
1281,� k�ldum klaka (Cold Fever) (1994),�k�ldumklaka,0.0
1282,Etz Hadomim Tafus (Under the Domin Tree) (1994),EtzHadomimTafus,0.0
1283,Two Friends (1986) ,TwoFriends,0.1341
1284,Brothers in Trouble (1995),BrothersinTrouble,0.0
1285,Girls Town (1996),GirlsTown,0.13455
1286,Normal Life (1996),NormalLife,0.4508
1287,Bitter Sugar (Azucar Amargo) (1996),BitterSugar,0.8271
1288,Dadetown (1995),Dadetown,0.0
1289,Some Mother's Son (1996),SomeMother'sSon,0.0
1290,Angel Baby (1995),AngelBaby,0.18788
1291,Sudden Manhattan (1996),SuddenManhattan,0.0
1292,Men With Guns (1997),MenWithGuns,-0.8126
1293,Hana-bi (1997),Hana-bi,-0.19958
1294,"Niagara, Niagara (1997)",NiagaraNiagara,0.0
1295,Temptress Moon (Feng Yue) (1996),TemptressMoon,0.0
1296,Entertaining Angels: The Dorothy Day Story (1996),EntertainingAngels:TheDorothyDayStory,0.0
1297,Chairman of the Board (1998),ChairmanoftheBoard,0.45292
1298,Little City (1998),LittleCity,0.06154
1299,Target (1995),Target,0.43548
1300,Getting Away With Murder (1996),GettingAwayWithMurder,0.0
1301,Small Faces (1995),SmallFaces,0.05702
1302,Rough Magic (1995),RoughMagic,0.07224
1303,Nothing Personal (1995),NothingPersonal,0.35608
1304,8 Heads in a Duffel Bag (1997),8HeadsinaDuffelBag,0.0
1305,Ripe (1996),Ripe,0.20242
1306,Wedding Bell Blues (1996),WeddingBellBlues,0.3173
1307,MURDER and murder (1996),MURDERandmurder,0.0
1308,Tainted (1998),Tainted,0.38374
1309,Kika (1993),Kika,-0.04018
1310,Mirage (1995),Mirage,-0.10464
1311,Mamma Roma (1962),MammaRoma,0.0
1312,Sweet Nothing (1995),SweetNothing,0.0
1313,Mat' i syn (1997),Mat'isyn,0.0
1314,B. Monkey (1998),B.Monkey,0.23628
1315,Sliding Doors (1998),SlidingDoors,0.49412
1316,You So Crazy (1994),YouSoCrazy,0.19125
1317,Scream of Stone (Schrei aus Stein) (1991),ScreamofStone,0.0
1318,"Usual Suspects, The (1995)",TheUsualSuspects,0.0
1319,"White Balloon, The (1995)",TheWhiteBalloon,0.0
1320,"Birdcage, The (1996)",TheBirdcage,0.52816
1321,"Brothers McMullen, The (1995)",TheBrothersMcMullen,0.0
1322,"Doom Generation, The (1995)",TheDoomGeneration,0.0
1323,"Net, The (1995)",TheNet,0.21092
1324,"Madness of King George, The (1994)",TheMadnessofKingGeorge,0.0
1325,"Professional, The (1994)",TheProfessional,0.04986
1326,"Santa Clause, The (1994)",TheSantaClause,0.0
1327,"Shawshank Redemption, The (1994)",TheShawshankRedemption,0.16066
1328,"Crow, The (1994)",TheCrow,0.3654
1329,"Lion King, The (1994)",TheLionKing,-0.03456
1330,"Mask, The (1994)",TheMask,0.19734
1331,"Firm, The (1993)",TheFirm,0.13022
1332,"Fugitive, The (1993)",TheFugitive,0.15836
1333,"Hudsucker Proxy, The (1994)",TheHudsuckerProxy,0.25
1334,"Ref, The (1994)",TheRef,-0.08808
1335,"Remains of the Day, The (1993)",TheRemainsoftheDay,0.593575
1336,"Nightmare Before Christmas, The (1993)",TheNightmareBeforeChristmas,0.09176
1337,"Silence of the Lambs, The (1991)",TheSilenceoftheLambs,-0.5719
1338,"Aristocats, The (1970)",TheAristocats,0.33002
1339,"Truth About Cats & Dogs, The (1996)",TheTruthAboutCats&Dogs,0.0
1340,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",TheHorsemanontheRoof,0.0
1341,"Haunted World of Edward D. Wood Jr., The (1995)",TheHauntedWorldofEdwardD.WoodJr.,0.0
1342,"Rock, The (1996)",TheRock,0.32076
1343,"Cable Guy, The (1996)",TheCableGuy,-0.08854
1344,"Frighteners, The (1996)",TheFrighteners,0.8176
1345,"Spitfire Grill, The (1996)",TheSpitfireGrill,0.354133333
1346,"Godfather, The (1972)",TheGodfather,0.12738
1347,"Wizard of Oz, The (1939)",TheWizardofOz,0.06364
1348,"Love Bug, The (1969)",TheLoveBug,0.4456
1349,"Sound of Music, The (1965)",TheSoundofMusic,0.57982
1350,"Lawnmower Man, The (1992)",TheLawnmowerMan,-0.049375
1351,"Long Kiss Goodnight, The (1996)",TheLongKissGoodnight,0.4019
1352,"Ghost and the Darkness, The (1996)",TheGhostandtheDarkness,0.0
1353,"Return of the Pink Panther, The (1974)",TheReturnofthePinkPanther,0.0
1354,"Abyss, The (1989)",TheAbyss,0.00424
1355,"Wrong Trousers, The (1993)",TheWrongTrousers,0.0
1356,"Empire Strikes Back, The (1980)",TheEmpireStrikesBack,0.17316
1357,"Princess Bride, The (1987)",ThePrincessBride,0.30296
1358,"Good, The Bad and The Ugly, The (1966)",TheGoodTheBadandTheUgly,0.30798
1359,"Blues Brothers, The (1980)",TheBluesBrothers,0.18862
1360,"Godfather: Part II, The (1974)",TheGodfather:PartII,0.0
1361,"Right Stuff, The (1983)",TheRightStuff,0.28544
1362,"Sting, The (1973)",TheSting,0.62222
1363,"Terminator, The (1984)",TheTerminator,-0.29838
1364,"Graduate, The (1967)",TheGraduate,0.21414
1365,"Bridge on the River Kwai, The (1957)",TheBridgeontheRiverKwai,-0.34185
1366,"Shining, The (1980)",TheShining,0.31264
1367,"Unbearable Lightness of Being, The (1988)",TheUnbearableLightnessofBeing,0.0
1368,"Mirror Has Two Faces, The (1996)",TheMirrorHasTwoFaces,0.29295
1369,"Last of the Mohicans, The (1992)",TheLastoftheMohicans,-0.06364
1370,"Devil's Own, The (1997)",TheDevil'sOwn,0.0
1371,"Fifth Element, The (1997)",TheFifthElement,0.46702
1372,"Lost World: Jurassic Park, The (1997)",TheLostWorld:JurassicPark,0.24695
1373,"Pillow Book, The (1995)",ThePillowBook,0.0
1374,"Hunt for Red October, The (1990)",TheHuntforRedOctober,0.6808
1375,"Full Monty, The (1997)",TheFullMonty,0.70092
1376,"River Wild, The (1994)",TheRiverWild,0.0258
1377,"English Patient, The (1996)",TheEnglishPatient,0.24112
1378,"Ice Storm, The (1997)",TheIceStorm,0.44005
1379,"Devil's Advocate, The (1997)",TheDevil'sAdvocate,0.0
1380,"Rainmaker, The (1997)",TheRainmaker,-0.3548
1381,"Wings of the Dove, The (1997)",TheWingsoftheDove,0.0
1382,"Edge, The (1997)",TheEdge,0.33434
1383,"Game, The (1997)",TheGame,-0.00756
1384,"House of Yes, The (1997)",TheHouseofYes,0.7906
1385,"Man Who Knew Too Little, The (1997)",TheManWhoKnewTooLittle,0.0
1386,"Apostle, The (1997)",TheApostle,0.0
1387,"Prophecy II, The (1998)",TheProphecyII,-0.08728
1388,"Wedding Singer, The (1998)",TheWeddingSinger,0.3567
1389,"Client, The (1994)",TheClient,-0.08895
1390,"Assignment, The (1997)",TheAssignment,0.268866667
1391,"Bridges of Madison County, The (1995)",TheBridgesofMadisonCounty,-0.27115
1392,"Adventures of Priscilla, Queen of the Desert, The (1994)",TheAdventuresofPriscillaQueenoftheDesert,-0.07655
1393,"Flintstones, The (1994)",TheFlintstones,0.36286
1394,"Age of Innocence, The (1993)",TheAgeofInnocence,0.180766667
1395,"Man Without a Face, The (1993)",TheManWithoutaFace,0.0
1396,"Three Musketeers, The (1993)",TheThreeMusketeers,0.2745
1397,"Little Rascals, The (1994)",TheLittleRascals,-0.0568
1398,"Brady Bunch Movie, The (1995)",TheBradyBunchMovie,0.0
1399,"Nutty Professor, The (1996)",TheNuttyProfessor,0.14445
1400,"Apple Dumpling Gang, The (1975)",TheAppleDumplingGang,0.0
1401,"Parent Trap, The (1961)",TheParentTrap,0.2266
1402,"Transformers: The Movie, The (1986)",TheTransformers:TheMovie,0.0
1403,"Day the Earth Stood Still, The (1951)",TheDaytheEarthStoodStill,0.44202
1404,"Amityville Horror, The (1979)",TheAmityvilleHorror,-0.28318
1405,"Amityville Curse, The (1990)",TheAmityvilleCurse,0.0
1406,"Birds, The (1963)",TheBirds,-0.15812
1407,"Blob, The (1958)",TheBlob,-0.2513
1408,"Body Snatcher, The (1945)",TheBodySnatcher,-0.06774
1409,"Omen, The (1976)",TheOmen,0.159225
1410,"Crossing Guard, The (1995)",TheCrossingGuard,0.0
1411,"Secret of Roan Inish, The (1994)",TheSecretofRoanInish,0.0
1412,"Jungle Book, The (1994)",TheJungleBook,0.31494
1413,"First Wives Club, The (1996)",TheFirstWivesClub,0.0
1414,"Philadelphia Story, The (1940)",ThePhiladelphiaStory,0.4404
1415,"Apartment, The (1960)",TheApartment,0.20196
1416,"Maltese Falcon, The (1941)",TheMalteseFalcon,0.31425
1417,"Adventures of Robin Hood, The (1938)",TheAdventuresofRobinHood,0.88165
1418,"Thin Man, The (1934)",TheThinMan,0.37464
1419,"African Queen, The (1951)",TheAfricanQueen,0.2873
1420,"Candidate, The (1972)",TheCandidate,0.507633333
1421,"People vs. Larry Flynt, The (1996)",ThePeoplevs.LarryFlynt,0.0
1422,"Magnificent Seven, The (1954)",TheMagnificentSeven,0.0
1423,"Third Man, The (1949)",TheThirdMan,-0.0237
1424,"Treasure of the Sierra Madre, The (1948)",TheTreasureoftheSierraMadre,0.0087
1425,"Great Escape, The (1963)",TheGreatEscape,-0.0471
1426,"Deer Hunter, The (1978)",TheDeerHunter,0.388125
1427,"Great Dictator, The (1940)",TheGreatDictator,-0.08592
1428,"Big Sleep, The (1946)",TheBigSleep,-0.81098
1429,"Killing Fields, The (1984)",TheKillingFields,-0.168625
1430,"Man Who Would Be King, The (1975)",TheManWhoWouldBeKing,0.0
1431,"Daytrippers, The (1996)",TheDaytrippers,0.0
1432,"Young Poisoner's Handbook, The (1995)",TheYoungPoisoner'sHandbook,0.0
1433,"NeverEnding Story III, The (1994)",TheNeverEndingStoryIII,0.0
1434,"Quick and the Dead, The (1995)",TheQuickandtheDead,0.2263
1435,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",TheEnglishmanWhoWentUpaHillButCameDownaMountain,0.0
1436,"Piano, The (1993)",ThePiano,0.5859
1437,"Secret Garden, The (1993)",TheSecretGarden,0.605525
1438,"Hour of the Pig, The (1993)",TheHourofthePig,0.0
1439,"Wild Bunch, The (1969)",TheWildBunch,0.110275
1440,"Fan, The (1996)",TheFan,0.1564
1441,"Hunchback of Notre Dame, The (1996)",TheHunchbackofNotreDame,0.04014
1442,"Big Squeeze, The (1996)",TheBigSqueeze,0.9371
1443,"39 Steps, The (1935)",The39Steps,0.06134
1444,"Blue Angel, The (Blaue Engel, Der) (1930)",TheBlueAngel,0.06184
1445,"Chamber, The (1996)",TheChamber,0.33518
1446,"Three Caballeros, The (1945)",TheThreeCaballeros,0.455575
1447,"Sword in the Stone, The (1963)",TheSwordintheStone,0.7783
1448,"Great Race, The (1965)",TheGreatRace,0.46155
1449,"Crying Game, The (1992)",TheCryingGame,0.143966667
1450,"Fog, The (1980)",TheFog,-0.23155
1451,"Howling, The (1981)",TheHowling,-0.15005
1452,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",TheReturnofMartinGuerre,0.0
1453,"Tin Drum, The (Blechtrommel, Die) (1979)",TheTinDrum,0.0
1454,"Cook the Thief His Wife & Her Lover, The (1989)",TheCooktheThiefHisWife&HerLover,0.0
1455,"Grifters, The (1990)",TheGrifters,0.0
1456,"Thin Blue Line, The (1988)",TheThinBlueLine,0.06322
1457,"Quiet Man, The (1952)",TheQuietMan,0.2494
1458,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",TheSeventhSeal,0.665066667
1459,"Manchurian Candidate, The (1962)",TheManchurianCandidate,-0.1806
1460,"Crucible, The (1996)",TheCrucible,0.14436
1461,"Jackal, The (1997)",TheJackal,-0.15158
1462,"American President, The (1995)",TheAmericanPresident,0.0
1463,"Basketball Diaries, The (1995)",TheBasketballDiaries,0.196366667
1464,"Browning Version, The (1994)",TheBrowningVersion,0.0
1465,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",TheWonderfulHorribleLifeofLeniRiefenstahl,0.0
1466,"House of the Spirits, The (1993)",TheHouseoftheSpirits,0.0
1467,"Substance of Fire, The (1996)",TheSubstanceofFire,0.0
1468,"Juror, The (1996)",TheJuror,0.0
1469,"Last Supper, The (1995)",TheLastSupper,-0.1037
1470,"Crow: City of Angels, The (1996)",TheCrow:CityofAngels,0.3182
1471,"Ruling Class, The (1972)",TheRulingClass,-0.22015
1472,"Saint, The (1997)",TheSaint,0.54994
1473,"MatchMaker, The (1997)",TheMatchMaker,0.58888
1474,"Replacement Killers, The (1998)",TheReplacementKillers,0.0
1475,"Addiction, The (1995)",TheAddiction,0.4795
1476,"Prophecy, The (1995)",TheProphecy,-0.2831
1477,"Perez Family, The (1995)",ThePerezFamily,0.0
1478,"Baby-Sitters Club, The (1995)",TheBaby-SittersClub,0.0
1479,"Air Up There, The (1994)",TheAirUpThere,0.4404
1480,"Program, The (1993)",TheProgram,0.12822
1481,"Shadow, The (1994)",TheShadow,-0.4792
1482,"Celluloid Closet, The (1995)",TheCelluloidCloset,0.0
1483,"Great White Hype, The (1996)",TheGreatWhiteHype,0.0
1484,"Arrival, The (1996)",TheArrival,-0.066
